Artist ID,Name,Nationality,Birth Year,Work Count
4320,Georges Noël,French,1924.0,2
4321,Werner Nöfer,German,,1
4323,Anne Noggle,American,1922.0,2
4324,Isamu Noguchi,American,1904.0,29
4325,Sidney Nolan,Australian,1917.0,63
4326,Kenneth Noland,American,1924.0,6
4327,Emil Nolde,German,1867.0,76
4330,Richard Nonas,American,1936.0,26
4331,John Noneman,American,1938.0,1
4332,Wim Noordhoek,Nationality unknown,,1
4333,Barbara Norfleet,American,1926.0,4
4334,Dorothy Norman,American,1905.0,8
4335,John Warner Norton,American,1876.0,1
4336,William McFarlane Notman,Canadian,1826.0,1
4337,Noury,Czech,,1
4338,Lorie Novak,American,1954.0,3
4340,Gastone Novelli,Italian,1925.0,13
4341,David Novros,American,1941.0,12
4342,Ira Nowinski,American,1942.0,2
4344,Thomas Nozkowski,American,1944.0,24
4345,Sam Joseph Ntiro,Tanzanian,1923.0,1
4346,Yki Nummi,Finnish,1925.0,2
4347,Guillermo Nuñez,Chilean,1930.0,3
4348,Jim Nutt,American,1938.0,11
4349,Wallace Nutting,American,1861.0,1
4350,Futzie Nutzle,American,1942.0,2
4352,Gunnel Nyman,Finnish,1909.0,1
4353,Thom O'Connor,American,1937.0,13
4354,Roderic O'Conor,Irish,1860.0,4
4355,Hugh O'Donnell,British,1950.0,1
4356,Juan O'Gorman,Mexican,1905.0,1
4357,Frederick O'Hara,American,1904.0,8
4358,Pablo O'Higgins,American,1904.0,10
4359,Ida O'Keeffe,American,1889.0,1
4360,Georgia O'Keeffe,American,1887.0,12
4361,Jon T. O'Neal,American,1957.0,2
4362,John O'Reilly,American,1930.0,4
4363,Timothy O'Sullivan,American,1840.0,99
4364,Shuichi Obata,Japanese,1932.0,2
4365,Robert Oberheim,German,1938.0,3
4366,Jean Oberlé,French,1900.0,2
4367,Obikawa Seijiro,,,1
4368,Philomé Obin,Haitian,1892.0,1
4370,Isidoro Ocampo,Mexican,1910.0,8
4371,Miguel Ocampo,Argentine,1922.0,2
4372,Tetsuo Ochikubo,American,1923.0,10
4373,Starr Ockenga,American,1938.0,1
4374,Will Hiroshi Oda,American,1943.0,1
4375,Albert Oehlen,German,1954.0,46
4376,Richard Oelze,German,1900.0,3
4377,Donald M. Oenslager,American,1902.0,1
4379,Hans Ofner,Austrian,1880.0,1
4380,Haruzo Ohashi,Japanese,,1
4381,Hiroshi Ohchi,Japanese,1908.0,9
4382,Hajime Ohigashi,Japanese,,2
4383,Ohmae Hiroshi,Japanese,,1
4384,George Ohr,American,1857.0,6
4385,Shinro Ohtake,Japanese,1955.0,2
4386,Koyo Okada,Japanese,1895.0,5
4387,Rikuro Okamoto,Japanese,1943.0,1
4388,Shigeo Okamoto,Japanese,1934.0,4
4389,Yoichi R. Okamoto,American,1915.0,2
4390,Okamura Kichiemon,Japanese,1916.0,1
4392,Tetsu Okuhara,American,1942.0,1
4393,Rafal Olbinski,Polish,1945.0,1
4394,Joseph Maria Olbrich,Austrian,1867.0,2
4395,Alexander Olbricht,German,1876.0,2
4396,Serge Oldenbourg,French,1927.0,6
4397,Claes Oldenburg,American,1929.0,123
4398,Elizabeth Olds,American,1897.0,1
4399,Jules Olitski,American,1922.0,14
4400,Nathan Oliveira,American,1928.0,19
4401,Amado Mauprivez Oliver,Spanish,1896.0,2
4402,Arthur Ollman,American,1947.0,2
4403,Barbara Olmsted,American,1915.0,1
4404,Axel Olson,Swedish,,1
4405,Eric H. Olson,Swedish,1909.0,2
4406,Lennart Olson,Swedish,1925.0,5
4407,Koshiro Onchi,Japanese,1891.0,27
4408,Toni Onley,Canadian,,4
4409,Ono Takahiro,Japanese,1925.0,2
4410,Yoko Ono,American,1933.0,92
4411,Gordon Onslow-Ford,British,1912.0,1
4413,Roman Opalka,Polish,1931.0,3
4414,Rodolfo Opazo,Chilean,1935.0,2
4415,Dennis Oppenheim,American,1938.0,97
4416,Meret Oppenheim,Swiss,1913.0,29
4419,John Opper,American,1908.0,3
4420,Emmanuel-Joseph-Raphael Orazi,French,1860.0,1
4422,Ezra Orion,Israeli,1934.0,1
4423,Alex Oris,Nationality unknown,,1
4425,Alicia Orlandi,Argentine,,3
4426,Felipe Orlando,Cuban,1911.0,12
4427,Emil Orlik,German,1870.0,3
4429,Don Ornitz,American,1920.0,1
4430,José Clemente Orozco,Mexican,1883.0,41
4431,Alfred Everitt Orr,American,1886.0,1
4432,Orrby,Swedish,,1
4433,Emilio Ortiz,Mexican,,5
4434,George Ortman,American,1926.0,30
4435,Erik Ortvad,Danish,1917.0,1
4436,Osawa Gakyù,Japanese,1890.0,1
4438,Robert Osborn,American,1904.0,1
4439,Christine Osinski,American,1948.0,1
4440,Roberto Ossaye,Guatemalan,1927.0,1
4441,Alfonso Ossorio,American,1916.0,5
4442,Anders Osterlin,Swedish,1926.0,3
4443,Fayga Ostrower,Brazilian,1920.0,3
4444,Arthur Osver,American,1912.0,1
4445,Alejandro Otero,Venezuelan,1921.0,14
4446,Maria Catalina Otero Lamas,Argentine,1909.0,2
4447,Ryszard K. Otreba,Polish,1932.0,4
4448,Tom Otterness,American,1952.0,4
4449,Otto & Fiere,French,,1
4452,Paul Outerbridge,American,1896.0,11
4453,Marion Overby,American,1909.0,1
4454,Bill Owens,American,1938.0,20
4456,Owo,German,,2
4457,Tetsoro Oya,Japanese,,1
4458,Amédée Ozenfant,French,1886.0,4
4460,Guy Pène du Bois,American,1884.0,1
4461,Alice Rahon,French,1904.0,1
4462,Wolfgang Paalen,Austrian,1905.0,5
4464,Onofrio A. Pacenza,Argentine,1904.0,1
4465,Walter Pach,American,1883.0,1
4466,Homer Page,American,1918.0,6
4467,Patrick D. Pagnano,American,1947.0,2
4468,Andrzej Pagowski,Polish,1953.0,7
4469,Nam June Paik,American,1932.0,114
4470,Timo Tauno Pajunen,American,1945.0,1
4471,Luisa Zuloaga de Palacios,Venezuelan,1923.0,14
4472,Mimmo Paladino,Italian,1948.0,35
4473,Julio Palazuelos,Chilean,1931.0,25
4474,Blinky Palermo,German,1943.0,49
4475,Marion Palfi,American,1917.0,1
4476,Hans Heinrich Palitzsch,German,1912.0,3
4477,Tony Palladino,American,1930.0,1
4478,Sven Palmqvist,Swedish,1906.0,3
4479,Panamarenko,Belgian,1940.0,6
4480,Hally Pancer,American,1961.0,1
4481,José Pancetti,Brazilian,1904.0,1
4482,Jerzy Panek,Polish,1918.0,3
4483,Otto Pankok,German,1893.0,1
4484,Ivo Pannaggi,Italian,1901.0,3
4485,Verner Panton,Danish,1926.0,4
4487,Cesare Paolini,Italian,1937.0,2
4488,Eduardo Paolozzi,British,1924.0,266
4489,Peter Paone,American,1936.0,1
4490,Tod Papageorge,American,1940.0,35
4491,Antonio Papasso,Italian,1932.0,9
4492,Georges Papazoff,Bulgarian,1894.0,3
4493,Frederick Papsdorf,American,1887.0,1
4494,Diógenes Paredes,Ecuadorian,1910.0,1
4495,Jean-Luc Parant,Tunisian,,1
4496,Richard Pare,British,1948.0,17
4497,Mimi Parent,Canadian,1924.0,4
4498,Harold Paris,American,1925.0,3
4499,David Park,American,1911.0,2
4500,Ann Parker,American,1934.0,1
4501,Brynhild Parker,British,1907.0,1
4502,Olivia Parker,American,1941.0,11
4503,Raymond Parker,American,1922.0,3
4505,Parr,Canadian Inuit,1893.0,2
4506,Martin Parr,British,1952.0,58
4507,Maxfield Parrish,American,1870.0,2
4508,Roger Parry,French,1905.0,7
4509,Betty Parsons,American,1900.0,1
4510,Jürgen Partenheimer,German,1947.0,48
4511,Robert Partin,American,1927.0,6
4512,Roi Partridge,American,,2
4513,Edward Paschke,American,1939.0,6
4514,Jules Pascin,American,1885.0,352
4515,Victor Pasmore,British,1908.0,16
4516,Leonid Pasternak,Russian,,2
4517,César Paternosto,Argentine,1931.0,1
4518,Angelo Patin,Italian,,1
4519,Izhar Patkin,Israeli,1955.0,1
4520,Benjamin Patterson,American,1934.0,88
4521,Thomas Patti,American,1943.0,2
4522,Peter Paul,German,,2
4523,Tony Paul,American,,1
4524,Pierre Paulin,French,1927.0,10
4525,Herbert Paus,American,1880.0,2
4526,Pauta,Canadian,1917.0,1
4527,Pavlos,Greek,1930.0,2
4528,José Pavon,Mexican,1902.0,1
4529,Philip Pearlstein,American,1924.0,16
4530,Henry Pearson,American,1914.0,48
4531,John Pearson,American,1940.0,4
4532,Ronald Hayes Pearson,American,1924.0,2
4533,Max Pechstein,German,1881.0,79
4534,Mary Peck,American,1952.0,1
4535,Carl-Henning Pedersen,Danish,1913.0,8
4536,Pedrero,Spanish,,1
4537,Paolo Pedrizzetti,Italian,1947.0,1
4538,Eleanore Peduzzi-Riva,Italian,1936.0,1
4539,Josef Peeters,Belgian,1895.0,2
4540,Franz Peffer,German,1887.0,1
4541,Amelia Peláez Del Casal,Cuban,1896.0,4
4542,Pellegrini,Swiss,,1
4543,John Pemberton,British,1948.0,3
4545,Gianni Penati,Italian,1930.0,1
4546,A.R. Penck (Ralf Winkler),German,1939.0,154
4547,Edward Penfield,American,1866.0,5
4548,Irving Penn,American,1917.0,109
4549,Joseph Pennell,American,1860.0,6
4550,Giuseppe Penone,Italian,1947.0,74
4551,Roland Penrose,British,1900.0,3
4552,Auguste Pèquègnot,French,1819.0,4
4553,Irene Rice Pereira,American,1907.0,6
4554,Gilles Peress,French,1946.0,61
4555,David Peretz,Nationality unknown,,2
4557,Rossini Perez,Brazilian,,2
4559,László Peri,Hungarian,1899.0,2
4560,Achille Perilli,Italian,1927.0,7
4561,Bernard Perlin,American,1918.0,2
4562,Abigail Perlmutter,American,1950.0,3
4563,Oliva Perotes,Spanish,,1
4564,Charlotte Perriand,French,1903.0,11
4565,Stephen Perrin,American,1932.0,1
4567,Herry Perry,British,1893.0,1
4568,Mario Persico,Italian,1930.0,2
4569,Dolly Perutz,American,1908.0,12
4570,Gaetano Pesce,Italian,1939.0,18
4571,Gabor Peterdi,American,1915.0,39
4572,Walter A. Peterhans,American,1897.0,4
4573,P. Petersen,Swedish,,1
4574,Roland Petersen,American,1926.0,1
4576,Pierre Petit,French,1832.0,16
4577,Hippolyte Petitjean,French,1854.0,1
4578,Irving Petlin,American,1934.0,5
4580,Trude Petri-Raben,American,1906.0,17
4581,Paul Petricone,American,1923.0,1
4582,Wolfgang Petrik,German,,1
4583,Petronio,Nationality unknown,,1
4584,Dimitri Petrov,American,1919.0,1
4585,Mischa Petrow,Nationality unknown,,2
4586,William Pettet,American,1942.0,15
4587,Richard Pettibone,American,1938.0,13
4588,Emilio Pettoruti,Argentine,1892.0,4
4589,Mary Petty,American,1899.0,4
4590,Cesare Peverelli,Italian,1922.0,37
4591,Antoine Pevsner,French,1886.0,8
4592,Dominique-Paul Peyronnet,French,1872.0,1
4593,Wilfred Pezold,German,1934.0,1
4594,Judy Pfaff,American,1946.0,7
4595,Georg-Karl Pfahler,German,,1
4596,Peter Pfisterer,Swiss,1907.0,1
4597,Bernard Pfriem,American,1916.0,3
4598,Ellen Phelan,American,1943.0,20
4599,Coles Phillips,American,1880.0,2
4600,Helen Phillips,American,1913.0,2
4601,Mary Walker Phillips,American,1923.0,1
4602,Peter Phillips,British,1939.0,5
4603,Tom Phillips,British,1937.0,35
4604,Photographie Modèle,French,,1
4605,Celestino Piatti,Swiss,1922.0,5
4606,Jean Piaubert,French,1900.0,34
4607,Francis Picabia,French,1879.0,32
4608,Lil Picard,American,1899.0,2
4609,Pablo Picasso,Spanish,1881.0,1323
4610,Joseph Piccillo,American,1937.0,2
4611,Ivan Picelj,Croatian,1924.0,12
4612,Walter Pichler,Austrian,1936.0,16
4613,Alton Pickens,American,1917.0,7
4614,Joseph Pickett,American,1848.0,1
4615,Carl Pickhardt,American,1908.0,2
4616,Paul Peter Piech,American,1920.0,2
4617,Otto Piene,German,1928.0,43
4618,Leona Pierce,American,1921.0,4
4619,L. Pierson,French,,5
4620,Édouard Pignon,French,1905.0,15
4622,Faramarz Pilaram,Iranian,1937.0,1
4623,David Pilbrow,American,1940.0,2
4624,Mick Pilcher,British,,1
4625,Howardena Pindell,American,1943.0,14
4627,Adão Pinheiro,Brazilian,1938.0,11
4628,I. G. Pinlats,Spanish,1901.0,1
4629,Giovanni Pintori,Italian,1912.0,11
4630,Jacob Pins,German,,1
4631,Eugène Piot,French,1821.0,1
4632,René Piot,French,1869.0,3
4633,John Piper,British,1903.0,45
4634,Lauren Piperno,American,1949.0,1
4635,Horace Pippin,American,1888.0,1
4636,Ezio Pirali,Italian,1921.0,1
4637,Fausto Pirandello,Italian,1899.0,1
4638,Giancarlo Piretti,Italian,1940.0,6
4639,Woody Pirtle,American,,1
4640,Camille Pissarro,French,1830.0,5
4641,Michelangelo Pistoletto,Italian,1933.0,7
4642,Gerardo Pita,Spanish,1950.0,1
4643,Pitseolak,Canadian,1904.0,3
4644,Arthur Luis Piza,Brazilian,,2
4645,Armando Pizzinato,Italian,1910.0,1
4646,José Pla-Narbona,Spanish,1928.0,9
4647,Sylvia Plachy,American,1943.0,1
4650,Hans Platschek,German,1923.0,1
4651,Philip Platt,American,,3
4652,Henri Plaut,French,,6
4653,Dimitri Petrovich Plavinsky,Russian,1937.0,3
4654,Linda Plotkin,American,1938.0,1
4655,David Plowden,American,1932.0,1
4656,William Lansing Plumb and Associates,American,1963.0,1
4658,Michael Podulke,American,,1
4659,Marjan Pogacnik,Yugoslav,1920.0,1
4660,Alfred Pohl,German,1928.0,2
4661,Anne Poirier,French,1942.0,1
4662,Patrick Poirier,French,1942.0,1
4663,Marcel Polak,Dutch,1902.0,2
4666,Rogelio Polesello,Argentine,1939.0,1
4668,Steve Poleskie,American,1938.0,5
4669,Flavio Poli,Italian,1900.0,1
4670,Serge Poliakoff,French,1906.0,3
4671,Sigmar Polke,German,1941.0,178
4672,Reginald Pollack,American,1924.0,2
4673,Joseph Pollet,American,1897.0,1
4674,Dean Pollock,American,1897.0,3
4675,Jackson Pollock,American,1912.0,88
4676,Arnaldo Pomodoro,Italian,1926.0,34
4677,Giò Pomodoro,Italian,1930.0,22
4678,Gaetano Pompa,Italian,,4
4680,Joan Ponç,Spanish,1927.0,1
4681,Fidelio Ponce De León,Cuban,1896.0,3
4682,Michael Ponce De Leon,American,1922.0,2
4683,Jacqueline Poncelet,British,1947.0,2
4685,Clayton Pond,American,1941.0,5
4686,Isabel Pons,Brazilian,,1
4687,Carlo Ponti,Italian,1802.0,2
4688,Gio Ponti,Italian,1891.0,2
4689,C. Emanuele Ponzio,Italian,1923.0,2
4690,Irene Poon,American,1941.0,1
4691,Larry Poons,American,1937.0,5
4693,Pootagook,Canadian,1887.0,1
4694,Lyubov Popova,Russian,1889.0,22
4695,Popp-Kircheim,Nationality unknown,,1
4696,James Poppitz,American,1957.0,2
4697,V. Lorenzo Porcelli,American,1933.0,3
4698,Porsche Design Group,German,1948.0,1
4699,Bruce Porter,American,1943.0,2
4700,Eliot Porter,American,1901.0,89
4701,Fairfield Porter,American,1907.0,8
4702,Katherine Porter,American,1941.0,4
4703,Liliana Porter,American,1941.0,33
4704,A. Portier,French,1850.0,2
4705,Cândido Portinari,Brazilian,1903.0,13
4706,Giacomo Porzano,Italian,1925.0,1
4707,José-Guadalupe Posada,Mexican,1852.0,199
4709,Stephen Posen,American,1939.0,2
4710,Helen Margaret Post,American,1907.0,1
4711,William B. Post,American,1857.0,2
4712,Hannes Postma,Dutch,1933.0,1
4714,Jane Poupelet,French,1878.0,1
4715,Joanna Pousette-Dart,American,1947.0,1
4716,Richard Pousette-Dart,American,1916.0,10
4717,Cyril Edward Power,British,1872.0,3
4718,Rudy Pozzatti,American,1925.0,68
4719,Lucio Pozzi,American,1935.0,9
4720,Enrico Prampolini,Italian,1894.0,1
4721,Mario Prassinos,French,1916.0,53
4722,Charles Pratt,American,1926.0,12
4723,Davis J. Pratt,American,1917.0,1
4724,Léon Prébandier,French,1921.0,2
4725,Emile Preetorius,German,1883.0,1
4726,Jan Preisler,Czech,1872.0,1
4727,Maurice Prendergast,American,1859.0,5
4728,David Prentice,American,1943.0,1
4729,James Prestini,American,1908.0,57
4731,Jacques Prévert,French,1900.0,3
4732,Henri Pribik,Czech,1944.0,3
4733,Zlatko Prica,,,42
4734,Ken Price,American,1935.0,54
4735,Ursula Morley Price,British,1936.0,2
4736,Zigmunds Priede,American,1935.0,8
4737,David Prifti,American,1961.0,2
4738,Johan Thorn Prikker,Dutch,1932.0,1
4739,Stephen Prina,American,1954.0,14
4740,Douglas Prince,American,1943.0,3
4741,Richard Prince,American,1949.0,29
4742,Antoine Prinner,French,1902.0,11
4743,Leah De Prizio,American,1935.0,1
4744,Patrick Procktor,British,1936.0,20
4745,Rick Prol,American,1956.0,2
4747,Boris Prusakov,Russian,,1
4748,Nikolai Prusakov,Russian,1900.0,3
4749,Otto Prutscher,Austrian,1880.0,3
4750,H. B. Puchingen,Austrian,,2
4751,Pudlo Pudlat,Canadian,1916.0,5
4752,Peter Rose Pulham,British,1910.0,2
4753,Arthur Pulos,American,1917.0,1
4754,Jean Pougny (Ivan Puni),Russian,1892.0,16
4755,Hans Purrmann,German,1880.0,3
4756,Peter Purves-Smith,Australian,1913.0,1
4757,Tom Purvis,British,1889.0,8
4758,Martin Puryear,American,1941.0,31
4759,Theodor Puschkarski,Austrian,1946.0,1
4760,Mavis Pusey,American,1928.0,1
4761,Wallace Putnam,American,1899.0,13
4762,Pierre Puvis de Chavannes,French,1824.0,2
4763,Jean Puy,French,1876.0,10
4764,William Pye,British,1938.0,1
4765,Leonard Pytlak,American,1910.0,1
4766,Gertrude Quastler,American,1909.0,1
4767,Harvey Quaytman,American,1937.0,8
4768,Edme Quenedey,French,,1
4769,Bernard Quentin,French,1923.0,2
4770,Charles Quest,American,1904.0,1
4771,Herb Quick,American,1925.0,2
4772,Achille Quinet,French,,2
4773,Luis Quintanilla,Spanish,1895.0,3
4774,Lothar Quinte,German,1923.0,1
4775,Walter Quirt,American,1902.0,2
4777,Peter Raacke,German,1928.0,5
4778,Fanny Rabel,Mexican,,1
4779,David Rabinowitch,Canadian,1943.0,5
4780,Michael Rabinowitz,British,,1
4781,Leo Rabkin,American,1919.0,7
4782,Ernest Race,British,1913.0,1
4783,André Racz,American,1916.0,20
4784,Lucia Radochonska,Polish,1948.0,3
4785,Franz Radziwill,German,1895.0,6
4786,Louis Raemaekers,Dutch,1869.0,2
4787,Markus Raetz,Swiss,1941.0,49
4788,Joseph Raffael,American,1933.0,2
4789,J. V. Raffaelli,French,,1
4790,Bedri Rahmi,Turkish,1913.0,1
4792,Arnulf Rainer,Austrian,1929.0,41
4793,Tomas Rajlich,Czech,1940.0,4
4794,Naftali Rakuzin,Russian,1948.0,1
4798,Natacha Rambova,American,,2
4799,Gunter Rambow,German,1938.0,2
4801,Everardo Ramirez,Mexican,1906.0,1
4803,Eduardo Ramirez Villamizar,Colombian,1922.0,2
4804,Rammellzee,American,1960.0,1
4806,Mel Ramos,American,1935.0,10
4807,José Carlos Ramos Galvez,Peruvian,1948.0,1
4808,Daniel Ranalli,American,1946.0,1
4809,Paul Rand,American,1914.0,10
4810,Herbert E. Randall,American,1936.0,1
4811,W. D. Randall,American,1908.0,2
4812,A. Richard Ranft,Swiss,1862.0,3
4813,Edward Ranney,American,1942.0,14
4814,Paul Ranson,French,1862.0,4
4815,Rapier,British,,2
4816,Umberto Raponi,Nationality unknown,,2
4817,Armand M. Rassenfosse,French,1862.0,5
4818,Hans H. Rath,Austrian,1904.0,1
4819,Stephan Rath,Austrian,1876.0,4
4820,Marc Ratliff,American,,1
4821,Abraham Rattner,American,1893.0,1
4822,William H. Rau,American,1855.0,4
4823,Robert Rauschenberg,American,1925.0,361
4825,Peter Ray,British,,1
4826,Tony Ray-Jones,British,1941.0,5
4828,Marie Raymond,French,1908.0,2
4829,Jean Pierre Raynaud,French,1939.0,1
4830,Josef Raynefeld,Polish,1913.0,2
4831,Omar Rayo,Colombian,1928.0,54
4832,Martial Raysse,French,1936.0,5
4833,George Reavey,Nationality unknown,,2
4834,Jean Reavey,Nationality unknown,,2
4836,N. Krishna Reddy,Indian,1925.0,5
4837,Bernard Reder,American,1897.0,16
4838,June Redfern,British,1951.0,4
4839,Robert S. Redfield,American,1849.0,1
4840,Odilon Redon,French,1840.0,290
4841,Junius Redwood,American,1917.0,1
4842,Ethel Reed,American,1876.0,1
4843,Ruth Reeves,American,1892.0,23
4844,Helge Refn,Danish,,1
4845,Anton Refregier,American,1905.0,1
4846,Johannes Regn,Nationality unknown,1935.0,1
4847,Paula Rego,Portuguese,1935.0,1
4848,Steve Reich,American,1936.0,12
4849,Jesse Reichek,American,1916.0,79
4850,Josua Reichert,German,1937.0,1
4851,Vilem Reichmann,Czech,1908.0,1
4853,William Reimann,American,1935.0,1
4855,Winfried Reinbacher,German,,1
4856,Ad Reinhardt,American,1913.0,39
4857,Nono Reinhold,Dutch,1929.0,4
4858,Reinhoud (Reinhoud D'haese),Belgian,1928.0,3
4860,Reiss,British,,1
4861,Nancy Reitkopf,Nationality unknown,,2
4862,Oscar G. Rejlander,British,1813.0,1
4864,F. A. Renard,French,,9
4865,Emilio J. Renart,Argentine,1925.0,1
4866,Albert Renger-Patzsch,German,1897.0,11
4867,Eduard Renggli,Swiss,1882.0,1
4868,Eric P. Renner,American,1941.0,2
4869,Pierre-Auguste Renoir,French,1841.0,17
4870,Edda Renouf,American,1943.0,29
4872,Marcia Resnick,American,1950.0,4
4873,Milton Resnick,American,1917.0,3
4874,Pierre Restany,French,1930.0,2
4876,Alfred Reth,Hungarian,1884.0,2
4877,Maria Reuter,German,1929.0,1
4878,Carl Fredrik Reuterswärd,Swedish,1934.0,4
4879,Charles Reutlinger,French,1816.0,21
4880,Paul Revel,French,1922.0,2
4882,Nancy Rexroth,American,1946.0,3
4883,Jesús Reyes Ferreira,Mexican,1882.0,1
4884,Jeanne Reynal,American,1903.0,1
4885,Grant T. Reynard,American,1887.0,1
4886,Alan Reynolds,British,1926.0,1
4887,John Reynolds,British,,1
4888,Antonio Reynoso,Mexican,1919.0,5
4890,Serge Rezvani,French,1928.0,2
4891,Louis Rhead,American,1857.0,5
4892,Marvin Rhodes,American,1948.0,1
4893,Georges Ribemont-Dessaignes,French,1884.0,1
4894,Barbara Chase-Riboud,American,1939.0,3
4895,Marc Riboud,French,1923.0,4
4896,Enric Ricart,Spanish,1893.0,2
4897,Franco Ricci,Italian,1937.0,1
4898,Burton Rice,American,,1
4899,Leland Rice,American,1940.0,2
4900,James Bartlett Rich,American,1866.0,3
4902,Ceri Richards,British,1903.0,1
4903,Eugene Richards,American,1944.0,3
4904,Robert Richenburg,American,1917.0,1
4905,Germaine Richier,French,1904.0,7
4907,Gerhard Richter,German,1932.0,115
4908,Hans Richter,American,1888.0,19
4909,Klaus Richter,German,1887.0,1
4910,Roy Richter,American,1914.0,1
4911,Marco Richterich,Swiss,1929.0,1
4912,George Rickey,American,1907.0,1
4913,James Riddle,American,1933.0,43
4914,John G. Rideout,American,1898.0,1
4915,Lucie Rie,British,1902.0,13
4916,John Rieben,American,1935.0,4
4917,Claus Joseph Riedel,Austrian,1925.0,2
4918,Richard Riemerschmid,German,1868.0,34
4919,Henry Ries,American,1917.0,2
4920,S. H. Riesenberg,American,1885.0,2
4921,Dolf Rieser,British,1893.0,4
4922,Gerrit Rietveld,Dutch,1888.0,18
4923,P. Riffaut,French,,1
4924,J.J.J. (Jean-Jacques-Joachim) Rigal,French,1926.0,33
4926,Robert Riggs,American,1896.0,3
4927,Rigobaldi,Italian,,1
4928,Jacob August Riis,American,1849.0,22
4929,Bridget Riley,British,1931.0,19
4930,Terry Riley,American,1935.0,11
4933,Klaus Rinke,German,1939.0,14
4934,Jean-Paul Riopelle,Canadian,1923.0,5
4935,Jozsef Rippl-Rónai,Hungarian,,1
4936,Murray Riss,American,1940.0,5
4937,James Risser,American,1947.0,2
4938,William Rittase,American,1894.0,1
4939,Humberto Rivas,Argentine,1937.0,1
4940,Augusto Rivera,Colombian,1922.0,1
4941,Carlos Raquel Rivera,American,1923.0,1
4942,Diego Rivera,Mexican,1886.0,94
4943,Manuel Rivera,Spanish,1927.0,1
4944,Jacinto H. Rivero Castilla,Peruvian,,2
4945,Larry Rivers,American,1923.0,165
4946,Henri Rivière,French,1864.0,2
4947,Dan Rizzie,American,1951.0,2
4949,Manuel Robbe,French,1872.0,2
4950,Bruce Robbins,American,1948.0,1
4951,David Robbins,American,1912.0,2
4952,Hulda Robbins,American,1910.0,1
4953,LeRoy Southward Robbins,American,1904.0,1
4955,Louis-Rémy Robert,French,1811.0,6
4957,William Roberts,British,1895.0,3
4958,Henry B. Robertson,American,,1
4959,James Robertson,British,1813.0,4
4963,Henry Peach Robinson,British,1830.0,1
4964,Ione Robinson,American,1910.0,2
4965,Walter Robinson,American,1950.0,3
4967,T. H. Robsjohn-Gibbings,American,1905.0,1
4968,Hugo Robus,American,1885.0,1
4969,Gunther Rochelt,German,1939.0,2
4970,Rocher,French,,1
4972,Dorothea Rockburne,American,1932.0,30
4973,Rockwood and Company,American,1832.0,10
4974,Juan Antonio Roda,Colombian,1921.0,2
4975,Aleksandr Rodchenko,Russian,1891.0,256
4978,Auguste Rodin,French,1840.0,45
4979,Mary Rodney,American,,1
4981,Emilio Rodríguez Larraín,Peruvian,1928.0,1
4982,Juan Carlos Rodriguez,Nationality unknown,,1
4983,Manuel Rodríguez Lozano,Mexican,1896.0,1
4984,Sebastian Rodriguez,Peruvian,1896.0,2
4985,Jenny Roed,German,,3
4986,Herman Roeg,American,,1
4988,Nick Roericht,German,1932.0,3
4989,Kurt Roesch,American,1905.0,3
4990,Georg Walter Roessner,German,1885.0,3
4991,Walter Rogalski,American,1923.0,4
4992,John C. Rogers,Nationality unknown,,1
4993,Mary Rogers,British,1929.0,3
4995,Roger van Rogger,Belgian,1914.0,1
4996,Rogi André (Rozsa Klein),Hungarian,1905.0,10
4998,Milton Rogovin,American,1909.0,3
4999,Gilbert Rohde,American,1894.0,1
5000,Christian Rohlfs,German,1849.0,76
5001,Robert Rohm,American,1934.0,3
5002,Benedikt Rohner,Swiss,,1
5003,Charles Roitz,American,1935.0,1
5004,Carlos Rojas,Colombian,1933.0,2
5005,K.O.S. (Kids of Survival),American,1982.0,45
5006,Thomas Roma,American,1950.0,104
5007,Dominique Roman,French,1824.0,1
5008,Romolo Romani,Italian,,1
5009,Clare Romano,American,1922.0,1
5010,Oswaldo Romberg,Argentine,1938.0,10
5011,Gust Romijn,Dutch,,1
5012,William Ronald,Canadian,1926.0,2
5013,Nelson Ronsheim,American,,1
5014,Leonardo Rosa,Nationality unknown,,1
5015,Kitaoji Rosanjin,Japanese,1883.0,7
5016,James Rosati,American,1912.0,4
5017,Brian Rose,American,1954.0,6
5018,David Rose,Australian,1936.0,2
5019,Herman Rose,American,1909.0,1
5020,Walter Rosenblum,American,1919.0,4
5021,James Rosenquist,American,1933.0,104
5022,Bernard Rosenthal,American,1914.0,6
5024,"Rosenthal Porzellan A.g., company design",German,1879.0,6
5025,Stephan Rosenthal,American,,1
5026,Lauri Rosenwald,American,,1
5027,Henry Rosling,British,,5
5028,Seymour Rosofsky,American,1924.0,30
5029,Brown Ross,British,1942.0,3
5030,Judith Joy Ross,American,1946.0,74
5031,Merg Ross,American,1941.0,1
5032,Ed Rossbach,American,1914.0,8
5034,Jaroslav Rössler,Czech,1902.0,5
5035,Rossmann,Nationality unknown,,1
5036,Medardo Rosso,Italian,1858.0,3
5037,Alfredo Rostgaard,Cuban,1943.0,4
5039,Theodore Roszak,American,1907.0,8
5040,Thurman Rotan,American,1903.0,2
5041,Mimmo Rotella,Italian,1918.0,7
5042,Dieter Roth,Swiss,1930.0,262
5043,Jack Roth,American,1927.0,1
5044,Susan Rothenberg,American,1945.0,52
5045,Michael Rothenstein,British,,3
